LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY AGE
"Imadol, Lalitpur",60000000,3080.25,13,east,2.5,6.0,4.0,16.0
"Kirtipur, Kathmandu",65000000,410.7,20,east,,2.0,1.0,31.0
"Nakhipot, Lalitpur",46000000,2395.75,13,east-south,2.5,6.0,5.0,6.0
"Sitapaila, Kathmandu",49500000,2806.45,12,east-south,3.5,8.0,7.0,13.0
"Pasikot, Kathmandu",28000000,1711.25,13,south,3.5,8.0,4.0,19.0
"Samakhusi, Kathmandu",60000000,2053.5,24,east,5.0,10.0,6.0,9.0
"Imadol, Lalitpur",21500000,787.175,13,east,3.0,3.0,3.0,2.0
"Baluwakhani, Kathmandu",21500000,1026.75,12,east-south,3.0,4.0,3.0,16.0
"Mahadevtar, Kathmandu",60000000,3490.95,13,south-west,3.5,5.0,4.0,5.0
"Sampang Chowk, Lalitpur",38000000,1437.45,13,east-north,2.5,7.0,4.0,5.0
"Balambu, Kathmandu",27500000,1369.0,13,east-south,2.5,5.0,4.0,5.0
"Ganesh Chowk, Kathmandu",58000000,2053.5,20,north,3.5,8.0,3.0,13.0
"Bhaisepati, Lalitpur",42500000,1711.25,20,south,3.0,7.0,3.0,5.0
"Makalbari, Kathmandu",27500000,1129.425,12,east-south,3.0,8.0,3.0,21.0
"Thaiba, Lalitpur",50000000,2053.5,20,south,2.5,3.0,3.0,3.0
"Icimod, Lalitpur",39000000,1471.675,13,west,2.5,6.0,4.0,6.0
"Imadol, Lalitpur",42500000,1369.0,14,south,2.5,3.0,3.0,5.0
"Tahachal, Kathmandu",56500000,1403.225,20,north,2.5,4.0,5.0,16.0
"Lasuntar, Kathmandu",31000000,1403.225,13,east,2.5,4.0,3.0,5.0
"Imadol, Lalitpur",22500000,1026.75,16,east,1.0,6.0,3.0,11.0
"Imadol, Lalitpur",45000000,2395.75,16,south,2.5,4.0,3.0,8.0
"Imadol, Lalitpur",42500000,1369.0,14,south,2.5,3.0,3.0,5.0
"Lubhu, Lalitpur",22000000,1026.75,13,south,2.5,5.0,4.0,5.0
"Imadol, Lalitpur",45000000,1437.45,13,east,2.5,4.0,3.0,13.0
"Thecho, Lalitpur",85000000,3182.925,12,south,2.5,6.0,5.0,6.0
"Nakhipot, Lalitpur",20000000,855.625,13,east,2.5,4.0,3.0,5.0
"Naxal, Kathmandu",55000000,1369.0,13,west,2.5,3.0,3.0,21.0
"Dhaksi, Kathmandu",36000000,4107.0,20,east,2.5,7.0,7.0,6.0
"Bafal, Kathmandu",37000000,1095.2,14,east-north,2.5,4.0,3.0,5.0
"Pokhara, Kaski",,1129.425,18,north,2.5,3.0,3.0,5.0
"Banasthali, Kathmandu",34000000,1369.0,13,east,3.0,6.0,4.0,13.0
"Budhanilkantha, Kathmandu",57500000,3080.25,12,south,2.5,4.0,3.0,6.0
"Chundevi, Kathmandu",67500000,2053.5,15,north,2.5,5.0,5.0,5.0
"Chabahil, Kathmandu",120000000,4107.0,16,north,1.5,3.0,2.0,21.0
"Thankot, Kathmandu",22000000,1711.25,10,west,2.5,6.0,3.0,3.0
"Bhaisepati, Lalitpur",,1437.45,26,east,2.0,3.0,4.0,6.0
"Sampang Chowk, Lalitpur",23000000,787.175,13,south,2.5,5.0,5.0,5.0
"Danchhi, Kathmandu",15000000,1060.9750000000001,10,south,1.0,2.0,1.0,21.0
"New Baneshwor, Kathmandu",16800000,376.475,20,east,3.5,3.0,3.0,32.0
"Gahana Pokhari, Kathmandu",,3182.925,13,east-south,2.5,4.0,4.0,21.0
"Kadaghari, Kathmandu",17300000,1026.75,15,south,2.5,1.0,1.0,11.0
"Hattigaunda, Kathmandu",77000000,2121.9500000000003,30,west,2.5,4.0,5.0,32.0
"Mahadevsthan, Kathmandu",22000000,1711.25,10,south,2.5,6.0,3.0,7.0
"Pasikot, Kathmandu",31000000,1300.55,13,east,2.5,5.0,3.0,6.0
"Pasikot, Kathmandu",29900000,1369.0,13,east-south,2.5,5.0,5.0,5.0
"Bhaisepati, Lalitpur",135000000,4449.25,16,south,2.5,7.0,5.0,21.0
"Gothatar, Kathmandu",21000000,1026.75,10,south,2.5,5.0,3.0,3.0
"Dharmasthali, Kathmandu",13000000,1437.45,13,east-north,1.0,2.0,1.0,5.0
"Dulal Gaun, Kathmandu",18500000,1779.7,16,north,1.0,2.0,1.0,32.0
"Narayanthan , Kathmandu",17000000,1369.0,20,south,1.0,2.0,1.0,32.0
"Kalanki, Kathmandu",60000000,1026.75,295,west,5.0,1.0,1.0,11.0
"Dhalmal, Kathmandu",26500000,1095.2,13,north,2.5,6.0,4.0,6.0
"Imadol, Lalitpur",19500000,1369.0,13,south,2.5,5.0,4.0,5.0
"Sainbu, Lalitpur",85000000,2498.4249999999997,17,east-north,2.5,5.0,4.0,5.0
"Saraswotinagar, Kathmandu",23000000,1026.75,27,west,2.0,3.0,2.0,5.0
"Mid Baneshwor, Kathmandu",104000000,5476.0,591,north-west,2.5,5.0,3.0,21.0
"Thecho, Lalitpur",32500000,1369.0,13,north,2.5,5.0,5.0,5.0
"Thecho, Lalitpur",26000000,1369.0,10,south,2.5,4.0,3.0,8.0
"Imadol, Lalitpur",29500000,1095.2,13,north,2.5,8.0,3.0,34.0
 Lalitpur,19000000,787.175,13,south,2.5,4.0,3.0,3.0
"Tandi, Chitwan",25000000,6925.5247,,,2.0,,,32.0
"Rampur, Chitwan",13000000,400.95143,,,2.0,,,31.0
"Baluwatar, Kathmandu",68000000,2806.45,14,east,2.5,6.0,3.0,31.0
"Dhapasi, Kathmandu",15500000,752.95,15,south,1.0,4.0,2.0,4.0
"Tikathali, Lalitpur",22000000,1026.75,384,east-south,2.5,6.0,5.0,3.0
"Gamcha, Bhaktapur",43000000,2395.75,13,,2.5,5.0,4.0,6.0
"Budhanilkantha, Kathmandu",34500000,1095.2,13,east,2.5,6.0,3.0,21.0
"Thecho, Lalitpur",,1437.45,20,north,2.5,5.0,5.0,9.0
"Hattidanda, Kathmandu",25000000,1095.2,13,east,2.5,6.0,3.0,15.0
"Sainbu, Lalitpur",36500000,1745.475,14,east-north,2.5,5.0,3.0,9.0
"Golfutar, Kathmandu",54900000,2395.75,13,east-north,2.0,5.0,5.0,4.0
"Dhapasi, Kathmandu",75000000,3148.7,13,east,2.5,6.0,6.0,13.0
"Butwal, Rupandehi",,1369.0,10,north,2.5,8.0,2.0,5.0
"Mandikhatar, Kathmandu",,,10,south,2.5,11.0,,5.0
"Dhumbarahi, Kathmandu",,1403.225,12,east,3.5,,,13.0
"Chhauni, Kathmandu",37000000,2053.5,12,west,2.0,4.0,5.0,16.0
"Dhapakhel, Lalitpur",38000000,1369.0,20,south,3.5,6.0,4.0,3.0
"Mid Baneshwor, Kathmandu",67500000,2395.75,26,east,2.5,5.0,4.0,16.0
"Lalitpur, Lalitpur",31000000,1095.2,13,east,3.5,7.0,3.0,9.0
"Gatthaghar, Bhaktapur",40000000,1779.7,13,west,2.5,5.0,4.0,31.0
"Hepali Height, Kathmandu",55000000,1779.7,15,east-north,2.5,5.0,5.0,13.0
"Kapan, Kathmandu",31000000,1471.675,13,east-south,2.0,6.0,6.0,31.0
"Thulobharyang, Kathmandu",22000000,1129.425,13,east-south,2.5,4.0,3.0,23.0
"Nakhipot, Lalitpur",33000000,1095.2,20,south,2.5,6.0,4.0,13.0
"Nakhipot, Lalitpur",29000000,1026.75,20,south,2.5,6.0,4.0,3.0
"Satdobato, Lalitpur",52500000,2464.2000000000003,18,north,4.0,8.0,6.0,4.0
"Imadol, Lalitpur",39900000,1163.6499999999999,16,north-west,2.5,6.0,3.0,4.0
"Hattiban, Lalitpur",55000000,2395.75,20,south,3.0,5.0,5.0,4.0
"Imadol, Lalitpur",27500000,1060.9750000000001,20,south,2.5,7.0,5.0,3.0
"Bhangal , Kathmandu",32000000,1060.9750000000001,13,north,2.5,5.0,6.0,3.0
"Naya Basti, Kathmandu",35000000,1711.25,20,west,2.5,5.0,4.0,6.0
"Basundhara, Kathmandu",38000000,1026.75,10,east-south,3.5,,4.0,6.0
"Bharatpur, Chitwan",20000000,958.3,12,east-south,2.5,6.0,2.0,3.0
"Sukedhara, Kathmandu",38500000,1369.0,13,south,2.5,4.0,4.0,6.0
"Kapan, Kathmandu",25000000,1026.75,13,west,2.5,6.0,4.0,6.0
"Aakasedhara, Kathmandu",28000000,1437.45,10,east-south,3.5,7.0,4.0,1.0
"Budhanilkantha, Kathmandu",34500000,1369.0,13,west,2.5,6.0,5.0,3.0
"Nagarjun, Kathmandu",40000000,1095.2,10,south,2.5,4.0,6.0,3.0
"Mandikhatar, Kathmandu",27500000,1711.25,20,south,2.0,6.0,3.0,4.0
"Grande Villa, Kathmandu",32500000,1369.0,14,west,2.0,3.0,3.0,6.0
"Matatirtha, Kathmandu",12000000,1026.75,12,east-north,1.5,2.0,2.0,3.0
"Grande Hospital, Kathmandu",19000000,1095.2,10,north,1.0,3.0,1.0,7.0
"Bhaisepati, Lalitpur",100000000,5818.25,10,south,2.0,4.0,3.0,1.0
"Budhanilkantha, Kathmandu",55000000,3080.25,10,north,2.5,3.0,3.0,3.0
"Lambagar, Kathmandu",16000000,855.625,8,east-south,2.5,4.0,2.0,3.0
"Budhanilkantha, Kathmandu",24500000,1129.425,13,west,2.5,3.0,3.0,5.0
"Satungal, Kathmandu",21000000,1026.75,13,east-south,3.0,7.0,3.0,6.0
"Kapan, Kathmandu",39000000,1095.2,12,east,3.5,6.0,3.0,5.0
"Bhaisepati, Lalitpur",45000000,1300.55,14,west,2.5,5.0,5.0,3.0
"Kupandole, Lalitpur",100000000,3422.5,16,south,2.5,4.0,3.0,7.0
"Ekatabasti, Kathmandu",31000000,1026.75,13,east,2.5,6.0,4.0,4.0
"Handigaun, Kathmandu",160000000,5476.0,14,east-north,2.5,7.0,6.0,4.0
"Sitapaila, Kathmandu",23500000,752.95,13,east-south,2.5,3.0,3.0,6.0
"Pokhara, Kaski",20000000,787.175,13,east-south,2.0,3.0,2.0,3.0
"Balkumari, Lalitpur",47000000,1471.675,13,south,3.0,5.0,4.0,7.0
"Birendra Chowk, Kathmandu",30500000,1437.45,13,south,2.5,5.0,4.0,1.0
"Dhaneshwor, Kathmandu",20000000,1095.2,12,south,2.5,7.0,3.0,3.0
"Kaushaltar, Bhaktapur",30000000,1026.75,12,south,2.5,4.0,4.0,3.0
"Imadol, Lalitpur",28000000,1095.2,12,south,2.5,5.0,3.0,3.0
"Nakkhu, Lalitpur",36000000,1403.225,13,south-west,2.5,4.0,5.0,4.0
"Janakpur, Dhanusa",15000000,6196.5221,20,east,,,,7.0
"Lakeside, Kaski",85000000,2806.45,15,south,4.0,10.0,8.0,6.0
"Kapan, Kathmandu",,,10,,,,,3.0
"Pasikot, Kathmandu",28500000,1095.2,13,east-south,2.5,4.0,3.0,7.0
"Imadol, Lalitpur",25000000,1060.9750000000001,12,south,2.5,2.0,3.0,6.0
"Gongabu, Kathmandu",55000000,1369.0,20,east,6.0,8.0,6.0,7.0
"Tundaldevi, Kathmandu",75000000,3080.25,20,,2.5,4.0,4.0,7.0
"Pokhara, Kaski",37500000,1711.25,15,west,2.5,7.0,5.0,3.0
"Gajuri, Dhading",17800000,1026.75,32,north,2.0,5.0,2.0,4.0
"Halgadha, Sunsari",,364.5013,12,east,2.5,6.0,2.0,3.0
"Gairi Gaun, Kathmandu",22000000,1129.425,13,east-south,2.5,5.0,3.0,4.0
"Shankhamul, Kathmandu",45000000,1437.45,12,south-west,4.5,,,7.0
"Dhalmal, Kathmandu",22000000,1060.9750000000001,12,east,2.5,5.0,3.0,3.0
"Kalanki, Kathmandu",52500000,1026.75,13,north,6.0,19.0,19.0,7.0
"Sanagaun, Lalitpur",19000000,1369.0,16,west,2.5,6.0,4.0,13.0
"Gurjudhara, Kathmandu",30000000,1369.0,26,east-south,2.5,8.0,6.0,11.0
"Bansbari, Kathmandu",10000000,1711.25,13,north,1.0,3.0,1.0,2.0
"Hattiban, Lalitpur",20000000,1026.75,14,east-south,2.0,4.0,2.0,2.0
"Aarubari, Kathmandu",35000000,1369.0,12,east,2.5,5.0,3.0,3.0
"Imadol, Lalitpur",24000000,1095.2,13,east,2.5,4.0,3.0,1.0
"Tokha, Kathmandu",26500000,1026.75,13,west,2.5,6.0,3.0,7.0
"Imadol, Lalitpur",27000000,1095.2,14,south-west,2.5,5.0,3.0,5.0
"Budhanilkantha, Kathmandu",30000000,1711.25,12,,2.5,,,5.0
"Imadol, Lalitpur",26000000,1197.875,12,east-north,2.5,5.0,4.0,4.0
"New Buspark, Kathmandu",83000000,2395.75,20,north,4.5,34.0,34.0,11.0
"Ghattekulo, Kathmandu",37500000,1095.2,9,south-west,4.5,,,2.0
"Bhangal , Kathmandu",40000000,1711.25,20,east,2.5,5.0,4.0,6.0
"Lazimpat, Kathmandu",40000000,1403.225,12,north,2.5,,,13.0
"Rudreshwor, Kathmandu",35000000,2053.5,10,east,2.5,,,5.0
"Matatirtha, Kathmandu",29000000,1437.45,13,north-west,3.0,5.0,6.0,5.0
"Dharmasthali, Kathmandu",13000000,1095.2,13,west,1.0,3.0,1.0,5.0
"Gongabu, Kathmandu",35000000,1369.0,12,south,3.5,5.0,3.0,5.0
"Kapan, Kathmandu",35500000,1403.225,13,west,2.5,5.0,1.0,5.0
"Dhapasi, Kathmandu",115000000,5818.25,13,south,2.5,6.0,4.0,5.0
"Hattiban, Lalitpur",55000000,2087.725,20,north,2.5,5.0,4.0,4.0
"Naxal, Kathmandu",140000000,4107.0,13,east,2.0,,,5.0
"Imadol, Lalitpur",36000000,1711.25,13,north,3.0,4.0,1.0,7.0
"Dharmasthali, Kathmandu",13000000,1437.45,13,east-north,1.0,2.0,1.0,2.0
"Goldhunga, Kathmandu",12000000,1026.75,10,east,1.0,2.0,1.0,5.0
"Lubhu, Lalitpur",17000000,752.95,13,east-north,2.5,6.0,2.0,5.0
"Thaiba, Lalitpur",28500000,1369.0,12,,3.0,,,7.0
"Imadol, Lalitpur",27500000,1060.9750000000001,20,east,2.5,5.0,3.0,5.0
"Hattiban, Lalitpur",65000000,2738.0,16,north,2.5,7.0,5.0,5.0
"Bhaisepati, Lalitpur",59000000,1711.25,12,west,2.5,4.0,4.0,11.0
"Budhanilkantha, Kathmandu",36500000,1369.0,13,east,2.5,6.0,3.0,1.0
"Nayabazar, Kathmandu",27500000,1026.75,12,east,3.0,8.0,3.0,5.0
"Chardhara, Kathmandu",16000000,1129.425,12,north,2.5,6.0,3.0,5.0
"Nagaun, Kathmandu",25000000,1369.0,12,east,3.5,7.0,4.0,5.0
"Nagarjun, Kathmandu",38700000,1369.0,30,east-north,3.0,7.0,6.0,4.0
"Tokha, Kathmandu",45000000,1779.7,12,east-north,2.5,5.0,3.0,4.0
"Mulpani, Kathmandu",24500000,1026.75,12,east,2.5,5.0,3.0,7.0
"Hattigaunda, Kathmandu",30000000,1369.0,13,east-south,3.0,4.0,3.0,1.0
"Kalopool, Kathmandu",22000000,1300.55,15,east-south,1.0,2.0,2.0,5.0
"Sitapaila, Kathmandu",26500000,1129.425,20,west,2.5,6.0,4.0,5.0
"Kapan, Kathmandu",16500000,1026.75,12,east,1.0,2.0,1.0,8.0
"Bhaisepati, Lalitpur",36000000,1711.25,20,south-west,2.5,7.0,7.0,9.0
"Pasikot, Kathmandu",23000000,1026.75,18,west,2.5,5.0,3.0,8.0
"Chunikhel, Kathmandu",16000000,1026.75,12,east,2.5,4.0,4.0,8.0
"Naikap, Kathmandu",47500000,2806.45,13,north,3.0,7.0,6.0,1.0
"Thulobharyang, Kathmandu",29000000,1369.0,12,south,2.5,5.0,4.0,7.0
"Tandi, Chitwan",23500000,4738.5169,8,west,2.0,6.0,4.0,8.0
"Khusibu, Kathmandu",34000000,1060.9750000000001,15,east,2.5,5.0,3.0,8.0
"Narayantar, Kathmandu",24500000,1026.75,13,east,3.0,5.0,3.0,7.0
"Thulobharyang, Kathmandu",140000000,3833.2,22,east-north,2.5,,,5.0
"Italitar, Kathmandu",100000000,5133.75,14,east,2.0,6.0,5.0,5.0
"Bafal, Kathmandu",37500000,1369.0,13,east,2.0,7.0,4.0,7.0
"Khumaltar, Lalitpur",42500000,1437.45,20,east,2.5,6.0,4.0,8.0
"Imadol, Lalitpur",21500000,787.175,12,north,2.5,5.0,3.0,8.0
"Imadol, Lalitpur",37500000,1369.0,13,north,2.5,5.0,5.0,5.0
"Gwarko, Lalitpur",47500000,1369.0,13,north-west,3.5,7.0,5.0,5.0
"Imadol, Lalitpur",23500000,787.175,13,south,2.5,4.0,4.0,8.0
"Koteshwor, Kathmandu",47000000,1437.45,25,east,3.5,7.0,4.0,2.0
"Bafal, Kathmandu",90000000,2738.0,20,south,3.0,6.0,4.0,9.0
"Nepaltar, Kathmandu",22400000,1095.2,13,south,3.0,8.0,4.0,7.0
"Sunakothi, Lalitpur",,1403.225,20,east-north,2.5,5.0,5.0,5.0
"Ramkot, Kathmandu",85000000,2464.2000000000003,30,north-west,6.0,30.0,11.0,5.0
"Kapan, Kathmandu",26500000,1129.425,13,south,2.5,7.0,5.0,8.0
"Dhapasi, Kathmandu",39900000,1369.0,15,south,2.5,6.0,4.0,11.0
"Kuleshwor, Kathmandu",33500000,1026.75,18,east,4.5,6.0,4.0,18.0
"Sano thimi, Bhaktapur",49000000,1369.0,18,south,2.5,6.0,5.0,10.0
"Makalbari, Kathmandu",37000000,2087.725,12,north,2.5,5.0,3.0,16.0
"Imadol, Lalitpur",27500000,1026.75,20,north-west,2.5,5.0,3.0,9.0
"Bhaisepati, Lalitpur",64000000,2053.5,20,south,2.5,4.0,5.0,23.0
"Durbar Marga, Kathmandu",40000000,2395.75,14,west,2.5,12.0,4.0,13.0
"Taulung, Kathmandu",40000000,1711.25,14,east,1.5,2.0,2.0,7.0
"Phutung, Kathmandu",29900000,1369.0,20,south,2.5,4.0,4.0,9.0
"Bouddha, Kathmandu",45000000,2121.9500000000003,20,east,3.0,7.0,4.0,9.0
"Budhanilkantha, Kathmandu",38500000,1369.0,13,east-north,2.5,7.0,5.0,11.0
"Duwakot, Bhaktapur",32500000,1711.25,13,south-west,3.0,,,7.0
"Narayantar, Kathmandu",37500000,1095.2,16,south-west,2.5,7.0,4.0,5.0
"Budhanilkantha, Kathmandu",,5476.0,14,east,2.5,5.0,5.0,17.0
"Imadol, Lalitpur",25000000,1026.75,20,east,2.5,4.0,4.0,11.0
"Nepaltar, Kathmandu",19600000,1026.75,9,east,4.0,11.0,5.0,5.0
"Jarankhu, Kathmandu",28400000,1711.25,22,east,3.0,5.0,5.0,7.0
"Nepaltar, Kathmandu",16200000,1026.75,9,east,4.0,9.0,6.0,16.0
"Maitrinagar, Kathmandu",55000000,2053.5,13,east-north,3.5,10.0,6.0,9.0
"Thimi, Bhaktapur",50000000,1711.25,20,north-west,4.5,8.0,6.0,10.0
"Imadol, Lalitpur",33000000,1095.2,15,south-west,2.5,6.0,4.0,11.0
"Bhangal , Kathmandu",27500000,1369.0,12,west,2.5,4.0,4.0,11.0
"Kharibot, Kathmandu",42500000,1711.25,16,east,3.0,7.0,6.0,9.0
"Dharmasthali, Kathmandu",21000000,1369.0,20,north,2.0,4.0,2.0,9.0
"Imadol, Lalitpur",23000000,787.175,13,east,2.5,4.0,4.0,5.0
"Imadol, Lalitpur",42500000,1129.425,20,south,2.5,5.0,,17.0
"Setipakha, Lalitpur",26500000,1060.9750000000001,13,east-north,2.5,4.0,4.0,17.0
"Bhaisepati, Lalitpur",70000000,2053.5,13,west,3.5,4.0,5.0,11.0
 Nuwakot,20000000,1026.75,20,south-west,2.5,4.0,4.0,5.0
"Kapan, Kathmandu",24000000,1369.0,15,south,1.0,2.0,1.0,7.0
"Ochu Height, Lalitpur",41000000,1711.25,13,east,3.5,8.0,6.0,11.0
"Thapathali, Kathmandu",44500000,2121.9500000000003,12,south,3.0,6.0,3.0,16.0
"Kharibot, Kathmandu",45000000,3525.175,13,east-north,2.5,6.0,3.0,11.0
"Manamaiju, Kathmandu",27500000,1026.75,22,south,3.5,6.0,7.0,12.0
"Imadol, Lalitpur",45000000,1095.2,20,east,2.5,4.0,4.0,11.0
"Budhanilkantha, Kathmandu",68000000,2738.0,20,south-west,3.0,5.0,6.0,16.0
"Bidhyanagar, Banke",60000000,546.75195,10,east,2.0,2.0,1.0,22.0
"Jyotinagar, Kathmandu",46500000,1745.475,13,east,2.5,4.0,3.0,12.0
"Hattigaunda, Kathmandu",34500000,1437.45,13,west,2.0,5.0,5.0,2.0
"Hemja, Kaski",21000000,2395.75,13,east-north,2.5,6.0,3.0,5.0
"Basundhara, Kathmandu",42000000,1437.45,16,east-south,2.5,6.0,5.0,26.0
"Imadol, Lalitpur",43000000,1095.2,14,east,2.5,4.0,4.0,11.0
"Imadol, Lalitpur",25500000,1026.75,13,west,2.5,5.0,4.0,11.0
"Imadol, Lalitpur",27500000,1026.75,13,south,2.5,5.0,4.0,9.0
"Harisiddhi, Lalitpur",27000000,1026.75,20,west,2.5,4.0,4.0,9.0
"Thaiba, Lalitpur",24000000,1095.2,13,east,2.5,4.0,3.0,2.0
"Dhapasi, Kathmandu",29000000,1095.2,14,north,2.5,4.0,3.0,26.0
"Itahari, Sunsari",39000000,510.30182,32,south,3.0,12.0,4.0,12.0
"Chandol, Kathmandu",36000000,1711.25,12,north,2.5,7.0,4.0,12.0
"Tyanglafat, Kathmandu",57000000,2464.2000000000003,20,east,2.5,4.0,3.0,2.0
"Ganesh Chowk, Kathmandu",41700000,1369.0,13,west,2.5,4.0,5.0,2.0
"Budhanilkantha, Kathmandu",29900000,1060.9750000000001,13,east,2.5,6.0,5.0,8.0
"Imadol, Lalitpur",20000000,1095.2,12,east,3.0,6.0,2.0,9.0
"Grande Hospital, Kathmandu",33000000,1369.0,10,south,2.5,5.0,3.0,2.0
"Nakhipot, Lalitpur",39000000,1369.0,10,east,2.5,6.0,5.0,26.0
"Setipakha, Lalitpur",26500000,1369.0,13,west,3.0,8.0,8.0,11.0
"Imadol, Lalitpur",28000000,11664.0416,13,south,2.5,6.0,4.0,9.0
"Sanagaun, Lalitpur",33500000,1711.25,20,east,2.5,7.0,4.0,5.0
"Imadol, Lalitpur",14000000,855.625,10,south,1.0,1.0,1.0,8.0
"Tikathali, Lalitpur",25500000,1026.75,13,south,2.5,5.0,3.0,5.0
"Imadol, Lalitpur",32500000,1369.0,15,west,2.5,6.0,4.0,12.0
"Sitapaila, Kathmandu",22500000,1060.9750000000001,18,north,2.5,4.0,3.0,3.0
"Tikathali, Lalitpur",23000000,1026.75,13,south,2.5,7.0,3.0,8.0
"Pasikot, Kathmandu",35000000,1369.0,13,east-south,2.5,5.0,4.0,5.0
"Imadol, Lalitpur",26500000,1060.9750000000001,20,south,2.5,4.0,4.0,20.0
"Sanagaun, Lalitpur",29500000,1369.0,13,east-north,2.5,6.0,5.0,12.0
"Tikathali, Lalitpur",16000000,1060.9750000000001,13,east-north,1.0,2.0,1.0,10.0
"Chapali, Kathmandu",27000000,787.175,13,east,3.5,6.0,4.0,2.0
"Baseni, Chitwan",35000000,5467.5195,26,west,1.5,2.0,1.0,5.0
"Tikathali, Lalitpur",23000000,1026.75,13,south,2.5,7.0,3.0,8.0
"Tikathali, Lalitpur",23000000,1026.75,13,south,2.5,4.0,3.0,5.0
"Sundarbasti, Kathmandu",38800000,1437.45,13,east-north,3.5,6.0,5.0,12.0
"Mandikhatar, Kathmandu",39800000,1403.225,13,east,2.5,7.0,5.0,11.0
"Budhanilkantha, Kathmandu",43500000,1711.25,13,west,2.5,5.0,5.0,9.0
"Syuchatar, Kathmandu",23000000,1026.75,10,north-west,3.0,4.0,2.0,9.0
"Kalanki, Kathmandu",23000000,1026.75,10,south,2.5,5.0,3.0,12.0
"Pepsicola, Kathmandu",34000000,1060.9750000000001,20,north,2.5,4.0,4.0,11.0
"Satungal, Kathmandu",15000000,752.95,4,east,3.0,3.0,3.0,9.0
"Baneshwor, Kathmandu",38000000,1026.75,20,south-west,3.5,6.0,4.0,9.0
"Kapan, Kathmandu",35000000,2053.5,10,north-west,2.5,12.0,4.0,12.0
"Mandikhatar, Kathmandu",37500000,1369.0,13,south,2.5,6.0,5.0,12.0
"Tikathali, Lalitpur",42500000,1437.45,13,north,3.0,8.0,5.0,2.0
"Imadol, Lalitpur",34500000,1403.225,13,north,2.5,5.0,4.0,2.0
"Imadol, Lalitpur",26500000,1026.75,13,north,3.5,5.0,5.0,5.0
"Imadol, Lalitpur",31500000,1060.9750000000001,13,south,3.0,5.0,4.0,8.0
"Tikathali, Lalitpur",37500000,1129.425,13,south,2.5,5.0,4.0,5.0
"Nakhipot, Lalitpur",27000000,1095.2,12,south,2.5,4.0,4.0,9.0
"Buddha Chowk, Kathmandu",39000000,1779.7,13,east,2.5,5.0,4.0,9.0
"Bharatpur, Chitwan",,18225.065,24,north,2.5,,,8.0
"New Buspark, Kathmandu",40000000,2053.5,4,west,2.5,6.0,4.0,8.0
"Samakhushi chowk, Kathmandu",55000000,1026.75,26,north,6.0,,,7.0
"New Buspark, Kathmandu",35000000,1026.75,13,west,5.0,17.0,12.0,5.0
"Chhauni, Kathmandu",35000000,1095.2,13,south,2.5,5.0,3.0,7.0
"Bhaisepati, Lalitpur",58600000,1403.225,20,west,3.0,4.0,5.0,5.0
"Balkot, Bhaktapur",45000000,3080.25,26,north,2.5,5.0,2.0,5.0
"Dhumbarahi, Kathmandu",55000000,1779.7,13,north-west,3.5,8.0,7.0,8.0
"Bansbari, Kathmandu",51000000,1437.45,12,south,2.5,5.0,5.0,11.0
"Naya Basti, Kathmandu",26000000,1095.2,10,north,2.5,5.0,2.0,2.0
"Dhapasi, Kathmandu",27000000,1026.75,13,north,2.5,5.0,3.0,9.0
"Megha City, Kathmandu",12000000,1095.2,13,north,1.5,3.0,2.0,7.0
"Imadol, Lalitpur",38500000,1779.7,18,east,3.0,7.0,5.0,5.0
"Bansbari, Kathmandu",52000000,1471.675,12,south,2.5,4.0,5.0,5.0
"Thaiba, Lalitpur",26000000,1403.225,13,south,2.5,2.0,3.0,8.0
"Imadol, Lalitpur",24000000,787.175,13,south,3.5,5.0,4.0,11.0
"Gatthaghar, Bhaktapur",,1779.7,13,west,3.0,7.0,4.0,18.0
"Biratnagar, Morang",24000000,,12,north,2.5,5.0,3.0,10.0
"Imadol, Lalitpur",31000000,1095.2,13,east,3.5,5.0,3.0,16.0
"Imadol, Lalitpur",25500000,1026.75,13,north,2.5,6.0,3.0,15.0
"Bojepokhari, Lalitpur",28500000,1095.2,12,east,2.5,4.0,3.0,9.0
"Koteshwor, Kathmandu",85000000,1711.25,27,east,4.0,10.0,6.0,13.0
"Dhobighat, Lalitpur",,4107.0,13,south-west,2.5,5.0,5.0,7.0
"Dhapasi, Kathmandu",,752.95,5,east,1.5,4.0,2.0,9.0
"Sunakothi, Lalitpur",51500000,2395.75,20,north,2.5,4.0,4.0,9.0
"Sampang Chowk, Lalitpur",22000000,1026.75,13,east,2.5,5.0,5.0,11.0
"Baniyatar, Kathmandu",27000000,1129.425,13,south-west,2.5,7.0,3.0,11.0
"Kapan, Kathmandu",29500000,1095.2,13,north,2.5,6.0,5.0,7.0
"Budhanilkantha, Kathmandu",28000000,1026.75,13,north,2.5,6.0,3.0,5.0
"Boharatar, Kathmandu",57500000,3114.475,12,north,2.5,4.0,3.0,5.0
"Banasthali, Kathmandu",35000000,787.175,10,south-west,3.5,6.0,4.0,2.0
"Bhaisepati, Lalitpur",140000000,2806.45,13,south,2.0,4.0,5.0,9.0
"Godawari, Lalitpur",17500000,1060.9750000000001,10,west,2.0,6.0,3.0,9.0
"Budhanilkantha, Kathmandu",28800000,1095.2,10,,2.5,5.0,,2.0
